=== SEGMENTY Z TIMESTAMPAMI ===
[0.00s - 0.28s]  Mówię
[860.00s - 860.46s]  okazało,
[860.46s - 860.56s]  że
[860.56s - 860.78s]  jednak
[860.78s - 861.00s]  nie
[861.00s - 861.14s]  jedno
[861.14s - 861.36s]  noję,
[861.36s - 861.46s]  czy
[861.46s - 861.94s]  przygotuję
[862.10s - 862.16s]  po
[862.16s - 862.38s]  prostu
[862.38s - 862.68s]  całą
[862.68s - 862.90s]  tą
[862.90s - 864.28s]  taką
[864.28s - 865.40s]  wypowiedzipowiedzi.
[865.64s - 865.94s]  Wydaje
[865.94s - 866.06s]  mi
[866.06s - 866.16s]  się,
[866.16s - 866.32s]  że
[866.32s - 866.68s]  wiesz,
[866.68s - 867.66s]  chcesz?
[868.12s - 868.50s]  Co
[868.50s - 868.68s]  pisać
[868.68s - 868.90s]  na
[868.90s - 869.24s]  zamknięte?
[869.24s - 869.34s]  No
[869.34s - 870.10s]  zapytam,
[870.10s - 870.24s]  ale
[870.24s - 870.40s]  wiem,
[870.40s - 870.46s]  że
[870.46s - 870.60s]  za
[870.60s - 870.76s]  pisać
[870.76s - 871.04s]  na
[871.04s - 871.52s]  zamknięte.
[871.54s - 872.52s]  Zobaczymy.
[873.68s - 874.00s]  Wiesz,
[874.00s - 874.16s]  nie,
[874.16s - 874.38s]  no,
[874.38s - 874.56s]  nie,
[874.56s - 874.94s]  no.
[875.52s - 875.52s]  Natomiast
[875.52s - 877.04s]  tu
[877.04s - 877.44s]  też
[877.44s - 878.14s]  postawić
[878.14s - 878.48s]  jasno
[878.48s - 879.14s]  strany
[879.14s - 879.44s]  także
[879.44s - 880.00s]  tutaj.
[881.16s - 881.62s]  Rafał
[881.62s - 881.78s]  jest
[881.78s - 882.18s]  w
[882.18s - 882.50s]  ramach
[882.50s - 883.92s]  zespołu.
[883.92s - 883.98s]  Nie
[883.98s - 884.32s]  wyrabie
[884.32s - 884.46s]  się
[884.46s - 884.66s]  w
[884.66s - 884.94s]  stałości,
[884.94s - 885.26s]  żeby
[885.26s - 885.48s]  to
[885.48s - 885.76s]  fajnienie
[885.76s - 886.30s]  wyglądało
[886.30s - 886.48s]  do
[886.48s - 886.70s]  tego
[886.70s - 887.80s]  kolega
[887.80s - 888.40s]  zaproponował,
[888.40s - 888.60s]  że
[888.60s - 889.04s]  przejedzie
[889.04s - 889.36s]  z
[889.36s - 890.06s]  kisem
[890.06s - 891.34s]  kilometrów,
[891.34s - 891.84s]  żeby
[891.84s - 893.48s]  to
[893.48s - 894.08s]  fajnie
[894.08s - 894.66s]  wyglądało
[894.66s - 895.16s]  tak.
[895.00s - 899.82s]  Ale
[899.82s - 900.36s]  to
[900.36s - 900.58s]  jest
[900.58s - 901.12s]  właśnie
[901.12s - 901.48s]  takie
[901.48s - 902.42s]  też,
[902.42s - 902.86s]  że
[902.86s - 903.20s]  uważałem
[903.20s - 903.36s]  taką
[903.36s - 903.86s]  kolację
[903.86s - 904.06s]  trochę
[904.06s - 904.28s]  z
[904.28s - 904.40s]  tymi
[904.40s - 904.80s]  wynikami
[904.80s - 905.02s]  tych
[905.02s - 905.72s]  testów,
[905.72s - 905.96s]  że
[905.96s - 906.58s]  to,
[906.58s - 906.68s]  jak
[906.68s - 906.86s]  oni
[906.86s - 907.26s]  działają,
[907.26s - 907.72s]  chociażby
[907.72s - 907.82s]  z
[907.82s - 908.32s]  organizacją
[908.32s - 909.38s]  przychodząc
[909.38s - 909.54s]  z
[909.54s - 909.90s]  pięciem
[909.90s - 910.16s]  tego
[910.16s - 910.74s]  z
[910.74s - 910.94s]  naszą
[910.94s - 911.44s]  bazą,
[911.44s - 911.50s]  czy
[911.50s - 911.96s]  z
[911.96s - 912.30s]  organizacją
[912.30s - 912.78s]  tego
[912.78s - 913.30s]  z
[913.30s - 914.24s]  lotu,
[914.24s - 914.40s]  to
[914.40s - 914.54s]  tak
[914.54s - 914.72s]  byli
[914.72s - 915.22s]  pasowoloty,
[915.22s - 915.34s]  że
[915.34s - 915.50s]  tak
[915.50s - 915.70s]  było
[915.70s - 916.00s]  właśnie
[916.00s - 916.92s]  cebda
[916.92s - 917.00s]  i
[917.00s - 917.40s]  reakcją,
[917.40s - 917.66s]  że
[917.66s - 917.82s]  on
[917.82s - 917.90s]  nie
[917.90s - 918.14s]  jakby
[918.14s - 919.56s]  bardzo
[919.56s - 920.96s]  nie
[920.96s - 921.10s]  jak
[921.10s - 921.20s]  to
[921.20s - 921.76s]  nazywać.
[922.00s - 922.00s]  No
[922.00s - 922.08s]  właśnie
[922.08s - 922.28s]  się
[922.28s - 922.44s]  jest
[922.44s - 923.52s]  tym,
[923.52s - 923.68s]  nie
[923.68s - 923.76s]  mają
[923.76s - 923.96s]  pewne
[923.96s - 924.34s]  strategień
[924.34s - 924.46s]  z
[924.46s - 924.70s]  asym,
[924.70s - 924.78s]  tak
[924.78s - 925.24s]  zauważyłem
[925.24s - 926.52s]  strasznie.
[926.76s - 926.98s]  Jak
[926.98s - 927.16s]  coś
[927.16s - 927.34s]  się
[927.34s - 928.06s]  sproponowany,
[928.06s - 928.14s]  czy
[928.14s - 928.32s]  coś
[928.30s - 928.44s]  to
[928.44s - 928.70s]  bardzo
[928.70s - 929.08s]  długo
[929.08s - 929.24s]  to
[929.24s - 929.62s]  schodzi,
[929.62s - 929.84s]  żeby
[929.84s - 929.98s]  to
[929.98s - 930.98s]  zrealizować.
[931.58s - 931.72s]  I
[931.72s - 931.84s]  to
[931.84s - 932.06s]  też,
[932.06s - 932.30s]  też
[932.30s - 932.46s]  mi
[932.46s - 932.62s]  się
[932.62s - 932.82s]  tak
[932.82s - 933.98s]  pokrywa
[933.98s - 934.12s]  z
[934.12s - 934.28s]  tymi
[934.28s - 934.90s]  wynikami.
[934.92s - 935.00s]  A
[935.00s - 935.24s]  może
[935.24s - 935.52s]  być
[935.52s - 936.16s]  długiem,
[936.16s - 936.44s]  trzeba
[936.44s - 936.66s]  do
[936.66s - 936.82s]  co
[936.82s - 938.08s]  zejdą.
[938.60s - 938.96s]  No
[938.96s - 939.40s]  może,
[939.40s - 939.66s]  ale...
[939.74s - 939.74s]  Nie
[939.74s - 939.88s]  ma
[939.88s - 940.28s]  osoby,
[940.28s - 940.44s]  które
[940.44s - 940.60s]  do
[940.60s - 941.00s]  spina
[941.00s - 941.72s]  i...
[942.54s - 942.64s]  A
[942.64s - 942.82s]  z
[942.82s - 942.94s]  nich
[942.94s - 943.16s]  tam
[943.16s - 943.40s]  sam
[943.40s - 943.60s]  nie
[943.60s - 943.80s]  chce
[943.80s - 950.76s]  tego...wia...
[950.80s - 951.34s]  bo
[951.34s - 952.76s]  nawet
[952.76s - 953.06s]  dzisiaj
[953.06s - 953.28s]  była
[953.28s - 953.52s]  właśnie
[953.52s - 953.70s]  taka
[953.70s - 954.28s]  mini,
[954.28s - 954.90s]  mini
[954.90s - 956.04s]  problem,
[956.04s - 956.16s]  na
[956.16s - 956.44s]  zasadzie
[956.44s - 956.72s]  takim,
[956.72s - 956.86s]  żeby
[956.86s - 956.98s]  im
[956.98s - 957.12s]  po
[957.12s - 957.32s]  prostu
[957.32s - 957.72s]  dodać
[957.72s - 957.82s]  i
[957.82s - 958.44s]  uprawnienia,
[958.44s - 958.62s]  żeby
[958.62s - 958.80s]  mógł
[958.80s - 959.84s]  przypinać...
[960.62s - 961.02s]  pineski
[961.02s - 961.16s]  na
[961.16s - 961.44s]  tym
[961.44s - 961.72s]  kanale
[961.72s - 962.74s]  technicznym,
[962.74s - 963.42s]  no
[963.42s - 963.56s]  i
[963.56s - 963.76s]  też
[963.76s - 963.92s]  był
[963.92s - 964.06s]  w
[964.06s - 964.10s]  tym,
[964.10s - 964.36s]  jaki
[964.36s - 964.68s]  problem
[964.68s - 964.72s]  wgny
[964.72s - 964.86s]  w
[964.86s - 965.08s]  ogóle,
[965.08s - 965.26s]  żeby
[965.26s - 965.40s]  to
[965.40s - 967.32s]  zrobić,
[967.32s - 968.04s]  generalnie
[968.04s - 968.34s]  skończyło
[968.34s - 968.44s]  się
[968.44s - 968.52s]  na
[968.52s - 968.60s]  tym,
[968.60s - 968.70s]  że
[968.70s - 968.86s]  tego
[968.86s - 968.98s]  nie
[968.98s - 969.54s]  zrobi,
[969.54s - 969.66s]  no
[969.66s - 969.86s]  bo
[969.86s - 970.88s]  za
[970.88s - 971.04s]  dużo
[971.04s - 971.38s]  roboty
[971.38s - 971.52s]  by
[971.52s - 971.78s]  było,
[971.78s - 971.90s]  żeby
[971.90s - 972.02s]  to
[972.02s - 972.16s]  w
[972.16s - 972.24s]  tym
[972.24s - 972.52s]  momencie
[972.52s - 973.40s]  zrealizować.
[973.54s - 973.68s]  To
[973.68s - 973.84s]  to
[973.84s - 974.00s]  jest
[974.00s - 974.38s]  jakieś
[974.38s - 975.20s]  niepokojące
[975.20s - 975.42s]  dlatego,
[975.42s - 975.80s]  że
[975.80s - 975.98s]  ja
[975.98s - 976.28s]  pamiętam
[976.28s - 976.66s]  oglądać
[976.66s - 976.98s]  taki
[976.98s - 977.42s]  film
[977.42s - 978.62s]  dotyczący
[978.62s - 979.14s]  wyślipu
[979.14s - 979.96s]  samochodowych,
[979.96s - 980.12s]  gdzie
[980.12s - 981.30s]  człowiek
[981.30s - 982.02s]  odpowiedzialny
[982.02s - 982.28s]  za
[982.28s - 982.94s]  budowę
[982.94s - 983.12s]  tych
[983.12s - 983.64s]  samochodów
[983.64s - 984.10s]  sportowych,
[984.20s - 984.24s]  To
[984.24s - 984.32s]  jest
[984.32s - 984.56s]  dobrze
[984.56s - 984.86s]  właśnie
[984.86s - 985.34s]  o
[985.34s - 985.60s]  całą
[985.60s - 985.98s]  obselu
[985.98s - 986.04s] ,ują
[986.04s - 986.58s]  jakaś
[986.58s - 987.06s]  teczka
[987.06s - 987.22s]  z
[987.22s - 987.50s]  ważną
[987.50s - 987.96s]  decyzję
[988.14s - 988.14s]  i
[988.14s - 988.58s]  papierali
[988.58s - 989.20s]  wędrowała
[989.20s - 989.44s]  przez
[989.44s - 989.84s]  przeszły
[989.84s - 990.34s]  wadzicia
[990.34s - 990.96s]  sekretale
[991.62s - 991.78s]  zanim
[991.78s - 992.34s]  dotarła
[992.34s - 992.50s]  do
[992.50s - 992.96s]  jakiegoś
[992.96s - 993.10s]  takiego
[993.10s - 993.46s]  osoby
[993.46s - 994.36s]  decyzyjnych
[994.96s - 995.16s]  którzy
[995.16s - 995.36s]  jak
[995.36s - 995.46s]  w
[995.46s - 995.48s]  ten
[995.48s - 995.68s]  sposób
[995.68s - 995.96s]  się
[995.96s - 996.10s]  nie
[996.10s - 996.20s]  da
[996.20s - 996.66s]  pracować
[996.88s - 997.06s]  jeżeli
[997.06s - 997.48s]  tutaj
[997.48s - 997.62s]  w
[997.62s - 997.72s]  tym
[997.72s - 998.08s]  gołku
[998.08s - 998.24s]  a
[998.24s - 998.36s]  i
[998.36s - 998.60s]  i
[998.60s - 999.20s]  i
[999.20s - 999.46s]  i
[999.46s - 999.66s]  i
[999.66s - 1000.08s]  i
[1000.08s - 1000.10s]  i
[1000.10s - 1000.20s]  i
[1000.20s - 1000.30s]  i
[1000.30s - 1000.30s]  i
[1000.30s - 1000.58s]  i
[1000.58s - 1000.60s]  i
[1000.60s - 1000.60s]  i
[1000.60s - 1000.80s]  i
[1000.80s - 1001.68s]  i
[1001.68s - 1001.76s]  i
[1001.76s - 1002.14s]  jest
[1002.14s - 1002.28s]  tak
[1002.28s - 1002.60s]  naprawdę
[1002.78s - 1003.18s]  garska
[1003.18s - 1003.84s]  osób,
[1003.84s - 1003.86s]  bo
[1003.86s - 1004.02s]  temu
[1004.02s - 1004.30s]  mówimy
[1004.30s - 1004.54s]  o
[1004.54s - 1004.58s]  w
[1004.58s - 1004.78s]  sumie
[1004.78s - 1004.94s]  nie
[1004.94s - 1005.14s]  wiecie
[1005.28s - 1005.28s]  i
[1005.28s - 1005.68s]  dziesięciu
[1005.68s - 1006.04s]  osobach
[1006.24s - 1006.28s]  ale
[1006.28s - 1006.42s]  im
[1006.42s - 1006.48s]  o
[1006.48s - 1006.58s]  to
[1006.58s - 1006.76s]  są
[1006.76s - 1007.00s]  takie
[1007.00s - 1007.48s]  problemy
[1007.48s - 1008.50s]  decyzjne,
[1008.50s - 1008.58s]  to
[1008.58s - 1008.92s]  znaczy,
[1008.92s - 1009.02s]  że
[1009.02s - 1009.20s]  coś
[1009.20s - 1009.38s]  jest
[1009.38s - 1009.50s]  nie
[1009.50s - 1009.66s]  tak
[1009.66s - 1010.72s]  zrobionego,
[1010.72s - 1011.02s]  po
[1011.02s - 1011.02s]  prostu
[1011.02s - 1011.08s]  w
[1011.08s - 1011.82s]  zasadzie.
[1012.02s - 1012.24s]  Byśmy
[1012.24s - 1012.62s]  ozuwasz
[1012.62s - 1012.66s]  się
[1012.66s - 1012.86s]  takie
[1012.86s - 1013.26s]  zrobić,
[1013.26s - 1013.42s]  takie
[1013.42s - 1013.70s]  też
[1013.70s - 1014.42s]  spawiście
[1014.42s - 1015.30s]  decyzji
[1015.30s - 1016.02s]  naś,
[1016.10s - 1016.16s]  czy
[1016.16s - 1016.22s]  coś
[1016.22s - 1016.64s]  takiego,
[1016.64s - 1016.84s]  to
[1016.84s - 1017.00s]  też
[1017.00s - 1017.08s]  by
[1017.08s - 1017.38s]  było
[1017.38s - 1017.68s]  decyzje
[1017.68s - 1017.90s]  z
[1017.90s - 1017.90s]  tego
[1017.90s - 1018.18s]  jakiego.
[1018.28s - 1018.28s]  Ale
[1018.28s - 1018.34s]  jedyną
[1018.34s - 1018.76s]  decyzje
[1018.76s - 1019.34s]  osobą
[1019.34s - 1019.52s]  jest
[1019.52s - 1019.74s]  na
[1019.74s - 1020.16s]  górę
[1020.16s - 1020.36s]  po
[1020.36s - 1020.66s]  prostu
[1020.66s - 1020.96s]  i
[1020.96s - 1021.12s]  o
[1021.12s - 1021.40s]  tego,
[1021.40s - 1021.48s]  że
[1021.48s - 1021.82s]  próba
[1021.82s - 1022.00s]  jest
[1022.00s - 1022.32s]  mała
[1022.32s - 1022.48s]  i
[1022.48s - 1022.74s]  kargo
[1022.74s - 1023.16s]  decyzja
[1023.16s - 1023.38s]  musi
[1023.38s - 1024.24s]  wędrować.
[1024.22s - 1024.76s]  Czekaj,
[1024.76s - 1024.94s]  kochaj,
[1024.94s - 1025.20s]  kochaj,
[1025.20s - 1025.38s]  kochaj,
[1025.38s - 1025.44s]  kochaj,
[1025.44s - 1026.04s]  kochaj,
[1026.04s - 1026.06s]  kochaj,
[1026.06s - 1026.30s]  kochaj,
[1026.30s - 1027.36s]  kochaj,
[1027.36s - 1028.10s]  kochaj,
[1028.10s - 1029.16s]  kochaj,
[1029.16s - 1029.36s]  kochaj,
[1029.36s - 1029.64s]  kochaj,
[1029.64s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  kochaj,
[1029.98s - 1029.98s]  koch
[1047.32s - 1047.32s]  wytkuj,
[1047.32s - 1047.32s]  wytkuj,
[1047.32s - 1047.32s]  wytkuj,
[1047.32s - 1047.32s]  wytkuj,
[1047.32s - 1047.32s]  wytkuj,
[1047.32s - 1047.38s]  wytkuj,
[1047.38s - 1049.14s]  wytkuj,
[1049.14s - 1049.14s]  wytkuj,
[1049.14s - 1049.14s]  wytkuj,
[1049.14s - 1049.14s]  wytkuj,
[1049.14s - 1049.14s]  wytkuj,
[1049.14s - 1049.14s]  wytkuj,
[1049.14s - 1049.14s]  wytkuj,
[1049.14s - 1049.14s]  wytkuj,
[1049.14s - 1049.46s]  wytkuj,
[1049.46s - 1049.46s]  wytkuj,
[1049.46s - 1049.46s]  wytkuj,
[1049.46s - 1049.46s]  wytkuj,
[1049.46s - 1049.46s]  wytkuj,
[1049.46s - 1049.46s]  wytkuj,
[1049.46s - 1049.52s]  wytkuj,
[1049.52s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytkuj,
[1049.82s - 1049.82s]  wytk
[1050.96s - 1060.02s]  jest
[1060.02s - 1060.34s]  jednym
[1060.34s - 1060.88s]  połek,
[1060.88s - 1060.98s]  który
[1060.98s - 1061.18s]  jest
[1061.18s - 1061.36s]  za
[1061.36s - 1061.98s]  doblejnik,
[1061.98s - 1062.36s]  prawda,
[1062.36s - 1062.44s]  to
[1062.44s - 1062.72s]  jest
[1062.72s - 1063.72s]  właśnie
[1063.72s - 1064.42s]  nieprzewodnik,
[1064.42s - 1064.68s]  jak
[1064.68s - 1064.78s]  on
[1064.78s - 1064.90s]  cz
[1064.98s - 1065.06s]  na
[1065.06s - 1066.46s]  wostkę,
[1066.46s - 1066.82s]  jeżeli
[1066.82s - 1067.28s]  dajcie
[1067.28s - 1067.46s]  mi
[1067.46s - 1067.68s]  2
[1067.68s - 1068.64s]  minuty,
[1068.64s - 1068.98s]  no
[1068.98s - 1069.16s]  gdzie
[1069.16s - 1069.48s]  naczeko
[1069.48s - 1069.62s]  z
[1069.62s - 1070.16s]  szastroszki,
[1070.16s - 1070.22s]  tak
[1070.22s - 1070.76s]  wystąp,
[1070.76s - 1070.92s]  po
[1070.92s - 1071.18s]  prostu
[1071.18s - 1071.34s]  jest
[1071.34s - 1071.60s]  jeżeli
[1071.60s - 1071.92s]  grał
[1071.92s - 1073.46s]  przepłopą.
[1073.76s - 1074.26s]  Odkazał
[1074.26s - 1074.38s]  się,
[1074.38s - 1074.48s]  że
[1074.48s - 1074.72s]  staw
[1074.72s - 1075.40s]  prowadzonych
[1075.40s - 1075.58s]  w
[1075.58s - 1075.86s]  błąd,
[1075.86s - 1076.02s]  bo
[1076.02s - 1076.12s]  nie
[1076.12s - 1076.48s]  masz
[1076.48s - 1076.90s]  taki
[1076.90s - 1077.16s]  ma,
[1077.16s - 1077.40s]  która
[1077.40s - 1077.76s]  robi
[1077.76s - 1078.24s]  właśnie
[1078.24s - 1080.10s]  nadatnia.
[1080.00s - 1080.62s]  Zrobiła
[1080.62s - 1080.76s]  coś
[1080.76s - 1081.34s]  takiego,
[1081.34s - 1081.44s]  że
[1081.44s - 1082.16s]  miał
[1082.16s - 1082.50s]  bardzo
[1082.50s - 1082.76s]  dużo
[1082.76s - 1083.14s]  widocz
[1083.14s - 1083.28s]  w
[1083.28s - 1083.62s]  głosu
[1083.72s - 1083.86s]  w
[1083.86s - 1084.08s]  formie
[1084.08s - 1085.04s]  takim,
[1085.04s - 1085.36s]  że
[1085.36s - 1085.94s]  nie
[1085.94s - 1086.26s]  chętnych
[1086.26s - 1086.40s]  do
[1086.40s - 1086.96s]  odpówieć
[1086.96s - 1087.10s]  na
[1087.10s - 1087.48s]  kogodku
[1087.62s - 1087.78s]  w
[1087.78s - 1087.98s]  babu
[1087.98s - 1089.08s]  głos.
[1089.14s - 1089.24s]  I
[1089.24s - 1089.32s]  to
[1089.32s - 1089.78s]  wyglądało
[1089.78s - 1090.02s]  także
[1090.02s - 1090.34s]  niej
[1090.34s - 1090.98s]  10
[1090.98s - 1091.44s] %
[1091.44s - 1091.88s]  w
[1091.88s - 1092.02s]  kawałkiem
[1092.02s - 1092.26s]  w
[1092.26s - 1092.40s]  sposób
[1092.40s - 1093.12s]  odpówieniający
[1093.12s - 1093.30s]  przez
[1093.30s - 1093.86s]  odpłosowanie
[1093.86s - 1094.10s]  na
[1094.10s - 1095.10s]  czasów.
[1095.32s - 1095.46s]  Z
[1095.46s - 1095.64s]  niego
[1095.64s - 1096.10s]  dziennik
[1096.10s - 1096.44s]  małem
[1096.44s - 1096.56s]  w
[1096.56s - 1096.92s]  procesem
[1096.92s - 1098.26s]  generalnowowskiego,
[1098.26s - 1098.40s]  nie
[1098.40s - 1098.52s]  ma
[1098.52s - 1098.64s]  w
[1098.64s - 1098.86s]  16
[1098.86s - 1099.42s] %
[1099.42s - 1100.68s]  odpówień.
[1101.08s - 1101.16s]  I
[1101.16s - 1101.34s]  w
[1101.34s - 1101.50s]  głosu
[1101.50s - 1102.00s]  mówiąc
[1102.00s - 1103.54s]  święt
[1103.54s - 1103.76s]  są
[1103.76s - 1104.46s]  darzami,
[1104.46s - 1104.54s]  które
[1104.54s - 1104.84s]  były
[1104.84s - 1105.56s]  niedawno.
[1105.56s - 1105.94s]  Znali,
[1105.96s - 1106.06s]  że
[1106.06s - 1106.38s]  skorę
[1106.38s - 1106.52s]  z
[1106.52s - 1107.16s]  narzyletki
[1107.16s - 1107.90s]  to
[1107.90s - 1108.04s]  te
[1108.04s - 1108.60s]  wszystkie
[1108.60s - 1109.14s]  głosy
[1109.14s - 1109.70s]  odmawiający
[1109.70s - 1110.04s]  odbywić
[1110.24s - 1110.62s]  dorzucili
[1110.62s - 1110.78s]  do
[1110.78s - 1111.42s]  nawróckiego
[1111.42s - 1111.76s]  niż
[1111.76s - 1111.90s]  w
[1111.90s - 1112.48s]  umiejętnych
[1112.48s - 1112.78s]  przez
[1112.78s - 1112.96s]  most
[1112.96s - 1113.20s]  ma
[1113.20s - 1114.12s]  brzywane.
[1114.72s - 1114.98s]  Więc
[1114.98s - 1115.40s]  analizy
[1115.40s - 1115.74s]  został
[1115.74s - 1116.22s]  doszliwot
[1116.22s - 1116.60s]  jest,
[1116.60s - 1116.74s]  że
[1116.74s - 1117.02s]  nawet
[1117.02s - 1117.54s]  jeżeli
[1117.54s - 1118.26s]  w
[1118.26s - 1118.40s]  tej
[1118.40s - 1118.64s]  chwili
[1118.64s - 1119.14s]  wychodzi,
[1119.22s - 1119.24s]  że
[1119.24s - 1119.42s]  przez
[1119.42s - 1119.68s]  most
[1119.68s - 1119.94s]  ma
[1119.94s - 1120.28s]  brzywane
[1120.28s - 1120.50s]  do
[1120.50s - 1120.66s]  dnia
[1120.66s - 1121.06s]  kaczką
[1121.06s - 1121.24s]  w
[1121.24s - 1121.54s]  życzeń
[1121.54s - 1121.72s]  w
[1121.72s - 1122.00s]  gózy,
[1122.02s - 1122.02s]  to
[1122.02s - 1122.42s]  wamszy
[1122.42s - 1122.58s]  no
[1122.58s - 1122.76s]  często
[1122.76s - 1123.26s]  szuk,
[1123.26s - 1123.52s]  która
[1123.52s - 1122.98s]  odmówń,
[1122.98s - 1122.98s]  w
[1122.98s - 1123.04s]  żyjczeń,
[1123.04s - 1123.04s]  w
[1123.04s - 1123.06s]  żyjczeń,
[1123.06s - 1123.06s]  w
[1123.06s - 1123.06s]  żyjczeń,
[1123.06s - 1123.12s]  w
[1123.12s - 1123.32s]  żyjczeń,
[1123.32s - 1123.32s]  w
[1123.32s - 1123.32s]  żyjcze
[1158.82s - 1158.98s]  błąd
[1158.98s - 1159.54s]  przez
[1159.54s - 1160.24s]  firmę,
[1160.24s - 1160.30s]  która
[1160.30s - 1160.48s]  w
[1160.48s - 1160.76s]  zasadzie
[1160.76s - 1161.14s]  zrobiła
[1161.14s - 1161.40s]  wszystko
[1161.40s - 1161.60s]  po
[1161.60s - 1163.14s]  prawie.
[1163.00s - 1163.54s]  że
[1163.54s - 1163.68s]  ja
[1163.68s - 1163.82s]  w
[1163.82s - 1164.02s]  drogę
[1164.02s - 1164.24s]  można
[1164.24s - 1164.48s]  być
[1164.48s - 1165.26s]  pokiarą
[1165.26s - 1165.68s]  własnej
[1167.04s - 1168.80s]  dlatego,
[1168.80s - 1169.20s]  że
[1169.20s - 1169.32s]  są
[1169.38s - 1169.60s]  muszę
[1169.60s - 1169.80s]  się
[1169.80s - 1169.92s]  nam
[1169.92s - 1170.12s]  też
[1170.12s - 1170.82s]  przytać,
[1170.92s - 1170.92s]  ponieważ
[1170.92s - 1171.88s]  musimy
[1171.88s - 1172.10s]  też
[1172.10s - 1172.26s]  być
[1172.26s - 1172.44s]  w
[1172.44s - 1172.54s]  sieli
[1172.54s - 1173.02s]  przemyśle,
[1173.22s - 1173.22s]  to
[1173.22s - 1173.50s]  w
[1173.50s - 1173.50s]  czasie
[1173.50s - 1175.22s]  bez
[1175.22s - 1176.36s]  spekterie,
[1176.98s - 1176.98s]  właśnie
[1176.98s - 1177.94s]  czasowo
[1177.94s - 1178.08s]  się
[1178.08s - 1178.48s]  analizm
[1178.48s - 1178.82s]  i
[1178.82s - 1179.22s]  sprawdzania
[1179.22s - 1179.48s]  czy
[1179.48s - 1179.64s]  te
[1179.64s - 1180.06s]  dane,
[1180.10s - 1180.14s]  które
[1180.14s - 1180.36s]  są
[1180.36s - 1181.40s]  wprowadzane,
[1181.40s - 1181.66s]  można
[1181.66s - 1182.30s]  urodzić
[1182.30s - 1183.06s]  za
[1183.06s - 1184.26s]  wiarygodne.
[1184.34s - 1185.80s]  Pokażowy,
[1185.80s - 1185.90s]  po
[1185.90s - 1186.12s]  prostu
[1186.12s - 1187.06s]  przeklikać.
[1187.14s - 1187.40s]  Trzybuję
[1187.40s - 1187.56s]  nie
[1187.56s - 1187.68s]  za
[1187.68s - 1188.12s]  pierwszym
[1188.12s - 1188.42s]  razu
[1188.42s - 1189.44s]  przeklikać.
[1189.44s - 1190.00s]  I...
[1191.36s - 1191.66s]  No,
[1191.66s - 1192.30s]  zakładamy,
[1192.30s - 1192.64s]  że
[1192.64s - 1192.78s]  on
[1192.78s - 1192.90s]  jest
[1192.90s - 1193.16s]  projekt
[1193.16s - 1193.38s]  projekt
[1193.38s - 1194.06s]  głosowa,
