=== SEGMENTY Z TIMESTAMPAMI ===
[0.00s - 0.38s]  Mówię,
[775.38s - 775.62s]  я
[775.62s - 775.62s]  не
[775.62s - 775.62s]  ест,
[775.62s - 775.62s]  а
[775.62s - 775.98s]  я
[775.98s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 776.50s]  не
[776.50s - 776.50s]  ест,
[776.50s - 776.50s]  а
[776.50s - 776.50s]  я
[776.50s - 777.14s]  не
[777.14s - 777.14s]  ест,
[777.14s - 777.14s]  а
[777.14s - 777.14s]  я
[777.14s - 777.14s]  не
[777.14s - 777.14s]  ест,
[777.14s - 777.74s]  а
[777.74s - 777.74s]  я
[777.74s - 777.74s]  не
[777.74s - 777.74s]  ест,
[777.74s - 777.78s]  а
[777.78s - 777.78s]  я
[777.78s - 777.78s]  не
[777.78s - 777.78s]  ест,
[777.78s - 778.44s]  а
[778.44s - 778.44s]  я
[778.44s - 778.44s]  не
[778.44s - 778.44s]  ест,
[778.44s - 778.44s]  а
[778.44s - 778.44s]  я
[778.44s - 778.44s]  не
[778.44s - 778.44s]  ест,
[778.44s - 778.58s]  а
[778.58s - 778.58s]  я
[778.58s - 778.58s]  не
[778.58s - 778.58s]  ест,
[778.58s - 778.58s]  а
[778.58s - 778.58s]  я
[778.58s - 778.58s]  не
[778.58s - 778.58s]  ест,
[778.58s - 778.58s]  а
[778.58s - 778.58s]  я
[778.58s - 778.58s]  не
[778.58s - 778.58s]  ест,
[778.58s - 778.58s]  а
[778.58s - 778.58s]  я
[778.58s - 778.58s]  не
[778.58s - 778.58s]  ест,
[778.58s - 778.58s]  а
[778.58s - 778.58s]  я
[778.58s - 778.58s]  не
[778.58s - 778.58s]  ест,
[778.58s - 778.62s]  а
[778.62s - 778.62s]  я
[778.62s - 779.74s]  не
[779.74s - 779.74s]  ест,
[779.74s - 779.74s]  а
[779.74s - 779.74s]  я
[779.74s - 779.94s]  не
[779.94s - 779.94s]  ест,
[779.94s - 780.86s]  а
[780.86s - 780.86s]  я
[780.86s - 780.86s]  не
[780.86s - 780.86s]  ест,
[780.86s - 780.86s]  а
[780.86s - 780.86s]  я
[780.86s - 780.86s]  не
[780.86s - 780.86s]  ест,
[780.86s - 780.86s]  а
[780.86s - 780.86s]  я
[780.86s - 780.86s]  не
[780.86s - 780.86s]  ест,
[780.86s - 780.86s]  а
[780.86s - 780.86s]  я
[780.86s - 780.86s]  не
[780.86s - 780.86s]  ест,
[780.86s - 780.86s]  а
[780.86s - 780.86s]  я
[780.86s - 780.86s]  не
[780.86s - 780.86s]  ест,
[780.86s - 780.86s]  а
[780.86s - 780.86s]  я
[780.86s - 780.86s]  не
[780.86s - 780.86s]  ест,
[780.86s - 781.72s]  а
[781.72s - 781.72s]  я
[781.72s - 781.72s]  не
[781.72s - 781.72s]  ест,
[781.72s - 781.72s]  а
[781.72s - 781.72s]  я
[781.72s - 781.72s]  не
[781.72s - 781.72s]  ест,
[781.72s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.06s]  а
[782.06s - 782.06s]  я
[782.06s - 782.06s]  не
[782.06s - 782.06s]  ест,
[782.06s - 782.72s]  а
[782.72s - 782.72s]  я
[782.72s - 782.72s]  не
[782.72s - 782.72s]  ест,
[782.72s - 782.72s]  а
[782.72s - 782.72s]  я
[782.72s - 782.72s]  не
[782.72s - 782.72s]  ест,
[782.72s - 782.72s]  а
[782.72s - 782.72s]  я
[782.72s - 782.72s]  не
[782.72s - 782.72s]  ест,
[782.72s - 783.00s]  а
[783.00s - 785.88s]  я
[785.88s - 785.94s]  не
[785.94s - 786.40s]  ест,
[786.40s - 786.40s]  а
[786.40s - 786.40s]  я
[786.40s - 786.40s]  не
[786.40s - 786.40s]  ест,
[786.40s - 786.40s]  а
[786.40s - 786.40s]  я
[786.40s - 786.40s]  не
[786.40s - 786.44s]  ест,
[786.44s - 786.44s]  а
[786.44s - 786.46s]  я
[786.46s - 786.46s]  не
[786.46s - 786.74s]  ест,
[786.74s - 786.88s]  а
[786.88s - 786.90s]  я
[786.90s - 786.90s]  не
[786.90s - 787.40s]  ест,
[787.40s - 787.40s]  а
[787.40s - 787.40s]  я
[787.40s - 787.40s]  не
[787.40s - 787.50s]  ест,
[787.50s - 787.50s]  а
[787.50s - 788.00s]  я
[788.00s - 788.16s]  не
[788.16s - 788.40s]  ест,
[788.40s - 788.40s]  а
[788.40s - 788.40s]  я
[788.40s - 788.42s]  не
[788.42s - 788.42s]  ест,
[788.42s - 788.42s]  а
[788.42s - 788.42s]  я
[788.42s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.50s]  не
[788.50s - 788.50s]  ест,
[788.50s - 788.50s]  а
[788.50s - 788.50s]  я
[788.50s - 788.64s]  не
[788.64s - 788.64s]  ест,
[788.64s - 788.64s]  а
[788.64s - 788.64s]  я
[788.64s - 788.64s]  не
[788.64s - 788.64s]  ест,
[788.64s - 788.64s]  а
[788.64s - 788.64s]  я
[788.64s - 788.64s]  не
[788.64s - 788.64s]  ест,
[788.64s - 788.64s]  а
[788.64s - 788.64s]  я
[788.64s - 788.64s]  не
[788.64s - 788.64s]  ест,
[788.64s - 788.64s]  а
[788.64s - 788.64s]  я
[788.64s - 788.64s]  не
[788.64s - 788.64s]  ест,
[788.64s - 788.94s]  а
[788.94s - 789.16s]  я
[789.16s - 789.16s]  не
[789.16s - 789.98s]  ест
[780.00s - 788.96s]  Nie
[788.96s - 791.38s]  wyrzuciło,
[791.38s - 792.10s]  ja
[792.10s - 792.26s]  nie
[792.26s - 793.20s]  wiem,
[793.20s - 793.52s]  ale
[793.52s - 794.08s]  dobra,
[794.08s - 794.32s]  szene
[794.32s - 794.52s]  z
[794.52s - 794.90s]  telefonu
[794.90s - 795.88s]  teraz.
[796.02s - 796.16s]  Po
[796.16s - 796.44s]  prostu
[796.44s - 796.68s]  było
[796.68s - 797.32s]  niewygodne
[797.32s - 797.98s]  pytaje
[797.98s - 798.14s]  i
[798.14s - 798.24s]  dla
[798.24s - 798.50s]  mnie
[798.50s - 798.70s]  gdzie
[798.70s - 799.82s]  wyrzuciło.
[800.84s - 800.96s]  A
[800.96s - 801.24s]  jakiego
[801.24s - 802.10s]  pytania?
[802.12s - 802.56s]  Dziedzimy,
[802.56s - 802.66s]  że
[802.66s - 802.84s]  nie
[802.84s - 803.28s]  było.
[804.26s - 804.42s]  O
[804.42s - 804.60s]  tym,
[804.60s - 804.76s]  że
[804.76s - 804.96s]  mają
[804.96s - 805.46s]  zaprasić
[805.46s - 805.84s]  akurs
[805.84s - 806.50s]  i...
[807.38s - 807.74s]  Rzeżemy
[807.74s - 808.12s]  płacimy
[808.12s - 808.48s]  za
[808.48s - 808.80s]  akurę,
[808.80s - 808.88s]  że
[808.88s - 808.96s]  nie
[808.96s - 809.66s]  pomóc.
[802.00s - 803.00s]  O
[803.00s - 804.62s]  tym,
[804.62s - 804.76s]  że
[804.76s - 804.94s]  mają
[804.94s - 805.46s]  zaprasić
[805.46s - 805.86s]  zakurs
[805.86s - 806.26s]  i
[806.26s - 807.26s]  tak,
[807.26s - 807.52s]  że
[807.52s - 807.76s]  żymy
[807.76s - 808.12s]  płacimy
[808.12s - 808.48s]  za
[808.48s - 808.78s]  kurs,
[808.78s - 808.90s]  żeby
[808.90s - 809.00s]  nie
[809.00s - 810.82s]  pomóc.
[811.40s - 812.10s]  Nie
[812.10s - 812.32s]  jest
[812.32s - 812.62s]  takim
[812.62s - 812.84s]  razie
[812.84s - 813.14s]  pytanie
[813.14s - 813.44s]  do
[813.44s - 813.88s]  ciebie,
[813.88s - 813.98s]  jeżeli
[813.98s - 814.48s]  chcesz,
[814.48s - 814.64s]  to
[814.64s - 814.76s]  ja
[814.76s - 815.06s]  mogę
[815.06s - 815.76s]  pomóc
[815.76s - 816.20s]  ich,
[816.20s - 817.86s]  żeby
[817.86s - 818.32s]  jakoś
[818.32s - 818.42s]  je
[818.42s - 818.92s]  wesprzeń
[818.92s - 819.26s]  duchowo
[819.26s - 819.66s]  albo
[819.66s - 820.26s]  ewentualnie
[820.26s - 820.44s]  coś
[820.44s - 821.18s]  pomóc
[821.18s - 821.54s]  podczas
[821.54s - 823.14s]  prezentacji.
[823.14s - 823.74s]  To
[823.74s - 824.14s]  taka
[824.14s - 824.58s]  pomózcie
[824.58s - 825.30s]  interesujecznie
[825.30s - 826.12s]  bardziej.
[826.22s - 826.38s]  Ja
[826.38s - 826.70s]  myślę,
[826.70s - 826.82s]  że
[826.82s - 827.28s]  tak,
[827.28s - 827.40s]  w
[827.40s - 827.68s]  każdym
[827.68s - 827.72s]  o
[827.72s - 827.82s]  to,
[827.82s - 827.94s]  że
[827.94s - 828.12s]  po
[828.12s - 828.48s]  prostu
[828.48s - 829.22s]  nie
[829.22s - 829.46s]  wracam
[829.46s - 830.30s]  czasowo.
[830.68s - 830.78s]  I
[830.78s - 831.30s]  każda
[831.30s - 831.50s]  pan
[831.50s - 832.04s]  byłaby
[832.04s - 833.34s]  potrzebny.
[834.58s - 835.14s]  Ok,
[835.14s - 835.28s]  to
[835.28s - 835.42s]  ja
[835.42s - 835.54s]  mam
[835.54s - 835.80s]  takie
[835.80s - 836.12s]  pienkanie,
[836.12s - 836.40s]  że
[836.40s - 837.52s]  mógłbyś
[837.52s - 837.84s]  takim
[837.84s - 838.10s]  razie
[838.10s - 838.48s]  zapytać
[838.48s - 838.66s]  do
[838.66s - 839.46s]  organizatyów,
[839.60s - 839.68s]  skoroty
[839.68s - 840.14s]  jesteś
[840.14s - 840.28s]  tam
[840.28s - 841.38s]  zaproszonych,
[841.38s - 841.38s]  ten
[841.38s - 841.84s]  master,
[841.84s - 842.02s]  klas
[842.02s - 842.16s]  i
[842.16s - 842.26s]  w
[842.26s - 842.90s]  ogóle.
[843.00s - 843.42s]  Joni
[843.42s - 843.54s]  się
[843.54s - 844.00s]  zgadzają
[844.00s - 844.24s]  na
[844.24s - 844.40s]  mój
[844.40s - 844.76s]  hujał
[844.76s - 845.12s]  pesta
[845.12s - 845.38s]  i
[845.38s - 845.94s]  jako
[846.36s - 846.66s]  Jeden
[846.66s - 846.92s]  nazywa
[846.92s - 847.02s]  i
[847.02s - 847.08s]  to
[847.08s - 847.84s]  prelegantar,
[847.88s - 847.94s]  a
[847.94s - 848.06s]  nie
[848.06s - 848.60s]  uczestnika
[848.60s - 848.78s]  się
[848.78s - 848.94s]  mi
[848.94s - 849.38s]  bestej
[849.58s - 849.58s]  i
[849.58s - 849.60s]  to
[849.60s - 849.98s]  to
[849.98s - 850.62s]  by
[850.62s - 851.06s]  okłaty
[851.06s - 851.44s]  za
[851.44s - 851.98s]  ciastką
[853.24s - 854.48s]  No,
[854.48s - 854.82s]  ok,
[854.82s - 854.84s]  ja
[854.84s - 854.84s]  je
[854.84s - 855.28s]  zapytam
[857.60s - 858.12s]  Dzięki,
[858.12s - 858.16s]  no
[858.16s - 858.28s]  to
[858.28s - 858.48s]  będziemy
[858.48s - 858.82s]  mieli
[858.82s - 859.30s]  astuć
[859.32s - 859.38s]  a
[859.38s - 859.70s]  jak
[859.70s - 859.88s]  by
[859.88s - 860.00s]  się
[860.00s - 860.44s]  okazało,
[860.44s - 860.56s]  że
[860.56s - 860.78s]  jednak
[860.78s - 861.00s]  nie
[861.00s - 861.32s]  nadaje
[861.32s - 861.44s]  ci
[861.44s - 861.96s]  przygotuję
[861.96s - 862.16s]  po
[862.16s - 862.38s]  prostu
[862.38s - 862.68s]  całą
[862.68s - 862.90s]  tą
[862.90s - 864.26s]  taką
[864.26s - 865.56s]  wypowiedzi.
[865.60s - 865.92s]  Wydaje
[865.92s - 866.06s]  mi
[866.06s - 866.16s]  się,
[866.16s - 866.32s]  że
[866.32s - 866.84s]  wiesz,
[866.84s - 867.62s]  wiesz,
[867.62s - 868.48s]  co
[868.48s - 868.70s]  piste
[868.70s - 868.86s]  są
[868.86s - 869.30s]  ząknięte,
[869.30s - 870.12s]  zapytam,
[870.12s - 870.24s]  ale
[870.24s - 870.40s]  wiem,
[870.40s - 870.46s]  że
[870.46s - 870.70s]  zapis
[870.70s - 870.90s]  są
[870.90s - 871.52s]  ząknięte,
[871.52s - 871.58s]  więc
[871.58s - 871.64s]  no
[871.64s - 872.86s]  żywoczymy.
[873.00s - 873.44s]  No
[873.44s - 874.30s]  jasne,
[874.30s - 874.30s]  no
[874.30s - 874.62s]  nie,
[874.62s - 874.98s]  no.
[874.98s - 875.52s]  Natomiast
[875.52s - 877.40s]  tutaj,
[877.40s - 877.62s]  to
[877.62s - 877.76s]  też
[877.76s - 878.12s]  postawić
[878.12s - 878.50s]  jasno
[878.50s - 879.16s]  strawy
[879.16s - 879.42s]  także
[879.42s - 879.82s]  tutaj
[879.82s - 881.54s]  zerafow
[881.54s - 881.98s]  jest,
[881.98s - 882.98s]  zeramak
[882.98s - 883.88s]  zespołu,
[883.88s - 883.98s]  nie
[883.98s - 884.30s]  zerabe
[884.30s - 884.48s]  się
[884.48s - 884.88s]  wstałości
[884.88s - 885.12s]  w
[885.12s - 885.18s]  serze,
[885.18s - 885.38s]  żeby
[885.32s - 885.48s]  to
[885.48s - 885.76s]  fajnie
[885.76s - 886.40s]  wyglądało,
[886.40s - 886.50s]  do
[886.50s - 886.72s]  tego
[886.72s - 887.80s]  kolega
[887.80s - 888.42s]  zaproponował,
[888.56s - 888.64s]  żeby
[888.64s - 889.06s]  przejedzie
[889.06s - 889.24s]  do
[889.24s - 890.04s]  kilkaset
[890.04s - 891.38s]  kilometrów,
[891.38s - 891.86s]  żeby
[891.86s - 893.28s]  to
[893.28s - 894.10s]  fajnie
[894.10s - 894.64s]  wyglądało
[894.64s - 895.14s]  tak.
[898.24s - 899.84s]  Ale
[899.84s - 900.30s]  to
[900.30s - 900.56s]  też
[900.56s - 900.68s]  jest
[900.68s - 901.12s]  właśnie
[901.12s - 902.04s]  takie,
[902.04s - 902.48s]  też
[902.48s - 903.20s]  uważałem,
[903.32s - 903.38s]  taką
[903.38s - 903.86s]  kolację
[903.86s - 904.06s]  trochę
[904.06s - 904.28s]  z
[904.28s - 904.40s]  tymi
[904.40s - 904.82s]  wynikami
[904.82s - 905.02s]  tych
[905.02s - 905.72s]  testów,
[905.68s - 905.94s]  że
[905.94s - 906.58s]  to,
[906.58s - 906.68s]  jak
[906.68s - 906.86s]  oni
[906.86s - 907.26s]  działają,
[907.26s - 907.72s]  chociażby
[907.72s - 907.82s]  z
[907.82s - 908.62s]  organizacją,
[908.62s - 909.44s]  przychodziszby
[909.44s - 909.56s]  z
[909.56s - 909.92s]  pięciem
[909.92s - 910.16s]  tego
[910.16s - 910.74s]  z
[910.74s - 910.94s]  naszą
[910.94s - 911.44s]  bazą,
[911.44s - 911.50s]  czy
[911.50s - 912.04s]  z
[912.04s - 912.30s]  organizacją
[912.30s - 912.80s]  tego
[912.80s - 913.30s]  z
[913.30s - 914.20s]  lotu,
[914.20s - 914.40s]  to
[914.40s - 914.54s]  tak
[914.54s - 914.72s]  byli
[914.72s - 915.14s]  pasowało
[915.14s - 915.26s]  też,
[915.26s - 915.36s]  że
[915.36s - 915.52s]  tak
[915.52s - 915.70s]  było
[915.70s - 916.04s]  właśnie
[916.04s - 916.92s]  cewda
[916.92s - 917.00s]  i
[917.00s - 917.38s]  reakcje,
[917.38s - 917.54s]  tak,
[917.54s - 917.66s]  że
[917.66s - 917.84s]  oni
[917.84s - 918.16s]  jakby
[918.16s - 919.54s]  bardzo
[919.54s - 920.96s]  nie
[920.96s - 921.10s]  jak
[921.10s - 921.20s]  to
[921.20s - 921.76s]  nazwać,
[921.76s - 922.10s]  strasznie
[922.10s - 922.28s]  się
[922.28s - 922.48s]  z
[922.48s - 923.44s]  tym,
[923.44s - 923.64s]  nie
[923.64s - 923.76s]  mają
[923.76s - 924.00s]  pomysł
[924.00s - 924.14s]  na
[924.14s - 924.68s]  organizacją,
[924.68s - 924.78s]  tak,
[924.78s - 925.24s]  zauważyłem
[925.24s - 926.06s]  strasznie.
[926.76s - 926.90s]  Że
[926.90s - 927.02s]  jak
[927.02s - 927.16s]  coś
[927.16s - 927.34s]  się
[927.34s - 928.06s]  sproponowany,
[928.06s - 928.14s]  czy
[928.14s - 928.28s]  coś
[928.28s - 928.44s]  to
[928.44s - 928.72s]  bardzo
[928.72s - 929.08s]  długo
[929.08s - 929.24s]  to
[929.24s - 929.64s]  schodzi,
[929.64s - 929.84s]  żeby
[929.84s - 929.98s]  to
[929.98s - 930.84s]  zrealizować.
[931.58s - 931.72s]  I
[931.72s - 931.84s]  to
[931.84s - 932.08s]  też
[932.08s - 932.44s]  mi
[932.44s - 932.62s]  się
[932.62s - 932.74s]  tak
[932.74s - 933.98s]  pokrywa
[933.98s - 934.12s]  z
[934.12s - 934.28s]  tymi
[934.28s - 934.90s]  wynikami.
[934.92s - 935.02s]  A
[935.02s - 935.26s]  może
[935.26s - 935.54s]  być
[935.54s - 936.14s]  długie,
[936.14s - 936.42s]  trzeba
[936.42s - 938.08s]  decyzejnać?
[938.56s - 938.94s]  No
[938.94s - 939.40s]  może,
[939.40s - 939.68s]  ale...
[939.72s - 939.76s]  Nie
[939.76s - 939.86s]  ma
[939.86s - 940.30s]  osoby,
[940.30s - 940.44s]  która
[940.44s - 940.60s]  to
[940.60s - 941.00s]  spina
[941.00s - 941.72s]  i...
[942.38s - 942.64s]  A
[942.64s - 942.82s]  z
[942.82s - 942.94s]  nich
[942.94s - 943.16s]  tam
[943.16s - 943.38s]  sam
[943.38s - 943.62s]  nie
[943.62s - 943.80s]  chce
[943.80s - 944.96s]  tego...
[946.18s - 946.34s]  Bo
[946.34s - 946.74s]  nawet...
[947.32s - 947.38s]  Bo
[947.38s - 947.52s]  nawet
[947.52s - 947.76s]  dzisiaj
[953.04s - 953.28s]  była
[953.28s - 953.52s]  właśnie
[953.52s - 953.70s]  taka
[953.70s - 954.22s]  mini,
[954.22s - 954.60s]  mini
[954.60s - 956.04s]  problem,
[956.04s - 956.16s]  no
[956.16s - 956.26s]  w
[956.26s - 956.42s]  zasadzie
[956.42s - 956.70s]  takim,
[956.70s - 956.88s]  żeby
[956.88s - 956.98s]  im
[956.98s - 957.12s]  po
[957.12s - 957.32s]  prostu
[957.32s - 957.80s]  dodali,
[957.80s - 958.38s]  uprawnienia,
[958.38s - 958.62s]  żeby
[958.62s - 958.80s]  mu
[958.80s - 959.76s]  przepinać,
[959.76s - 961.02s]  pineski
[961.02s - 961.14s]  na,
[961.14s - 961.32s]  na
[961.32s - 961.42s]  tym
[961.42s - 961.70s]  kanale
[961.70s - 962.70s]  technicznym,
[962.70s - 963.42s]  no
[963.42s - 963.56s]  i
[963.56s - 963.76s]  też
[963.76s - 963.92s]  był
[963.92s - 964.10s]  w
[964.10s - 964.36s]  jaki
[964.36s - 964.70s]  problem,
[964.70s - 964.88s]  w
[964.88s - 965.00s]  ogóle
[965.00s - 965.22s]  żeby
[965.22s - 965.42s]  to
[965.42s - 967.10s]  zrobić,
[967.10s - 968.04s]  generalnie
[968.04s - 968.34s]  skończyło
[968.34s - 968.42s]  się
[968.42s - 968.50s]  na
[968.50s - 968.58s]  tym,
[968.58s - 968.72s]  że
[968.72s - 968.86s]  tego
[968.86s - 968.96s]  nie
[968.96s - 969.54s]  zrobił,
[969.54s - 969.66s]  no
[969.66s - 969.98s]  bo,
[969.98s - 969.98s]  no
[969.98s - 969.98s]  bo,
[969.98s - 969.98s]  no
[969.98s - 969.98s]  bo,
[969.98s - 969.98s]  no
[969.98s - 969.98s]  bo,
[969.98s - 969.98s]  no
[969.98s - 969.98s]  bo,
[969.98s - 969.98s]  no
[969.98s - 969.98s]  bo,
[969.98s - 969.98s]  no
[969.98s - 969.98s]  bo,
[969.98s - 969.98s]  no
[969.98s - 969.98s]  bo,
[969.98s - 969.98s]  no
[969.98s - 969.98s]  bo,
[969.98s - 969.98s]  no
[969.98s - 969.98s]  bo,
[969.98s - 976.60s]  nołem
[976.60s - 976.96s]  taki
[976.96s - 977.56s]  film,
[977.56s - 978.62s]  dotyczący
[978.62s - 978.86s]  i
[978.86s - 979.08s]  wyścigu
[979.08s - 979.98s]  samochodowych,
[979.98s - 980.10s]  gdzie
[980.10s - 981.28s]  człowiek
[981.28s - 982.02s]  odpowiedzialny
[982.02s - 982.28s]  za
[982.28s - 982.94s]  budowę
[982.94s - 983.12s]  tych
[983.12s - 983.64s]  samochodów
[983.64s - 984.18s]  sportowych,
[984.00s - 984.00s]  bo
[984.00s - 984.16s]  to
[984.16s - 984.46s]  powiedział,
[984.46s - 984.60s]  że
[984.60s - 984.86s]  właśnie
[984.86s - 985.34s]  o
[985.34s - 985.60s]  całą
[985.60s - 986.04s]  obserwują
[986.04s - 986.60s]  jakaś
[986.60s - 987.06s]  teczka
[987.06s - 987.22s]  z
[987.22s - 987.50s]  ładną
[987.50s - 987.96s]  decyzję
[988.12s - 988.12s]  i
[988.12s - 988.60s]  papierami
[988.60s - 989.18s]  wędrowała
[989.18s - 989.46s]  przez
[989.46s - 989.84s]  przeszło
[989.84s - 990.08s]  20
[990.08s - 991.26s]  sekretary,
[991.60s - 991.78s]  zanim
[991.78s - 992.32s]  dotarła
[992.32s - 992.48s]  do
[992.48s - 992.94s]  jakiegoś
[992.94s - 993.58s]  wiedziosoby
[993.58s - 994.88s]  decyzyjnej.
[994.96s - 995.24s]  Już
[995.24s - 995.34s]  że
[995.34s - 995.40s]  w
[995.40s - 995.48s]  ten
[995.48s - 995.70s]  sposób
[995.70s - 995.96s]  się
[995.96s - 996.08s]  nie
[996.08s - 996.22s]  da
[996.22s - 996.82s]  pracować,
[996.82s - 997.04s]  jeżeli
[997.04s - 997.46s]  tutaj
[997.70s - 997.76s]  z
[997.76s - 997.76s]  tym
[997.76s - 998.12s]  gołgu
[998.12s - 998.44s]  it
[998.44s - 999.40s]  i
[999.40s - 999.54s]  nie
[999.54s - 1002.10s]  jest
[1002.10s - 1002.30s]  tak
[1002.30s - 1002.68s]  naprawdę
[1002.68s - 1003.18s]  garska
[1003.18s - 1003.76s]  osób,
[1003.76s - 1003.86s]  bo
[1003.86s - 1004.02s]  temu
[1004.02s - 1004.32s]  mówimy
[1004.32s - 1004.56s]  o
[1004.56s - 1004.58s]  w
[1004.58s - 1004.78s]  sumie
[1004.78s - 1004.92s]  nie
[1004.92s - 1005.22s]  wiecie,
[1005.52s - 1005.52s]  10
[1005.52s - 1006.18s]  oso,
[1006.18s - 1006.26s]  a
[1006.26s - 1006.40s]  limo
[1006.40s - 1006.58s]  to
[1006.58s - 1006.76s]  są
[1006.76s - 1007.00s]  takie
[1007.00s - 1007.48s]  problemy
[1007.48s - 1008.50s]  decyzyjne,
[1008.50s - 1008.58s]  to
[1008.58s - 1008.94s]  znaczy,
[1008.94s - 1009.02s]  że
[1009.02s - 1009.20s]  coś
[1009.20s - 1009.36s]  jest
[1009.36s - 1009.50s]  nie
[1009.50s - 1009.66s]  tak
[1009.66s - 1010.44s]  zrobione,
[1010.44s - 1010.74s]  pokusujstwo.
[1012.00s - 1012.22s]  Byś
[1012.22s - 1012.38s]  może
